n_sources,fraction_changed,variant,latency_ms
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0125
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0153
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0124
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0123
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0347
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0122
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0117
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0121
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0117
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0116
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0117
12,0.5,AFFECTED,0.0119
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.012
12,0.5,AFFECTED,0.0117
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0118
12,0.5,AFFECTED,0.0119
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0108
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0108
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0108
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0108
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0107
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.01
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.01
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0138
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0104
12,0.5,RESIDUAL,0.0106
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0105
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0101
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.0102
12,0.5,RESIDUAL,0.0103
12,0.5,RESIDUAL,0.01
12,0.5,RESIDUAL,0.0104
12,0.5,CWR,0.0102
12,0.5,CWR,0.0103
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0104
12,0.5,CWR,0.0102
12,0.5,CWR,0.0103
12,0.5,CWR,0.0102
12,0.5,CWR,0.0104
12,0.5,CWR,0.01
12,0.5,CWR,0.0104
12,0.5,CWR,0.0102
12,0.5,CWR,0.0104
12,0.5,CWR,0.0102
12,0.5,CWR,0.0106
12,0.5,CWR,0.0101
12,0.5,CWR,0.0104
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0103
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0105
12,0.5,CWR,0.0101
12,0.5,CWR,0.0105
12,0.5,CWR,0.0103
12,0.5,CWR,0.0104
12,0.5,CWR,0.0102
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0103
12,0.5,CWR,0.0102
12,0.5,CWR,0.0103
12,0.5,CWR,0.0431
12,0.5,CWR,0.0104
12,0.5,CWR,0.0103
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0105
12,0.5,CWR,0.0101
12,0.5,CWR,0.0104
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0103
12,0.5,CWR,0.0103
12,0.5,CWR,0.0099
12,0.5,CWR,0.0103
12,0.5,CWR,0.0102
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0105
12,0.5,CWR,0.01
12,0.5,CWR,0.0103
12,0.5,CWR,0.0098
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0101
12,0.5,CWR,0.0099
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.0102
12,0.5,CWR,0.0105
12,0.5,CWR,0.0099
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.01
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0099
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.01
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.0103
12,0.5,CWR,0.0103
12,0.5,CWR,0.0103
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.0103
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0103
12,0.5,CWR,0.0099
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0103
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0106
12,0.5,CWR,0.01
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0101
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0101
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.0101
12,0.5,CWR,0.01
12,0.5,CWR,0.01
12,0.5,CWR,0.01
12,0.5,CWR,0.01
12,0.5,CWR,0.01
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.0102
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0104
12,0.5,CWR,0.0101
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.0102
12,0.5,CWR,0.01
12,0.5,CWR,0.01
12,0.5,CWR,0.0099
12,0.5,CWR,0.0103
12,0.5,CWR,0.01
12,0.5,CWR,0.0101
12,0.5,CWR,0.01
12,0.5,CWR,0.01
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0109
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.0113
12,1.0,FULL,0.0112
12,1.0,FULL,0.0112
12,1.0,FULL,0.0109
12,1.0,FULL,0.0111
12,1.0,FULL,0.0109
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.0111
12,1.0,FULL,0.0109
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0113
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.0109
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0109
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0109
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.0109
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.0109
12,1.0,FULL,0.0113
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0113
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0109
12,1.0,FULL,0.0112
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0109
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0109
12,1.0,FULL,0.0109
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0113
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0144
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0109
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0112
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0109
12,1.0,FULL,0.011
12,1.0,FULL,0.011
12,1.0,FULL,0.0109
12,1.0,FULL,0.0111
12,1.0,FULL,0.011
12,1.0,FULL,0.0112
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0141
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0115
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0114
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0115
12,1.0,AFFECTED,0.0113
12,1.0,AFFECTED,0.0112
12,1.0,AFFECTED,0.0113
