n_sources,fraction_changed,n_changed,seed,variant,fetches
12,0.1667,2,40260927,FULL,12
12,0.1667,2,40260927,AFFECTED,2
12,0.1667,2,40260927,RESIDUAL,0
12,0.1667,2,40260927,CWR,0
12,0.1667,2,40260928,FULL,12
12,0.1667,2,40260928,AFFECTED,2
12,0.1667,2,40260928,RESIDUAL,0
12,0.1667,2,40260928,CWR,0
12,0.1667,2,40260929,FULL,12
12,0.1667,2,40260929,AFFECTED,2
12,0.1667,2,40260929,RESIDUAL,0
12,0.1667,2,40260929,CWR,0
12,0.1667,2,40260930,FULL,12
12,0.1667,2,40260930,AFFECTED,2
12,0.1667,2,40260930,RESIDUAL,0
12,0.1667,2,40260930,CWR,0
12,0.1667,2,40260931,FULL,12
12,0.1667,2,40260931,AFFECTED,2
12,0.1667,2,40260931,RESIDUAL,0
12,0.1667,2,40260931,CWR,0
12,0.1667,2,40260932,FULL,12
12,0.1667,2,40260932,AFFECTED,2
12,0.1667,2,40260932,RESIDUAL,0
12,0.1667,2,40260932,CWR,0
12,0.1667,2,40260933,FULL,12
12,0.1667,2,40260933,AFFECTED,2
12,0.1667,2,40260933,RESIDUAL,0
12,0.1667,2,40260933,CWR,0
12,0.1667,2,40260934,FULL,12
12,0.1667,2,40260934,AFFECTED,2
12,0.1667,2,40260934,RESIDUAL,0
12,0.1667,2,40260934,CWR,0
12,0.1667,2,40260935,FULL,12
12,0.1667,2,40260935,AFFECTED,2
12,0.1667,2,40260935,RESIDUAL,0
12,0.1667,2,40260935,CWR,0
12,0.3333,4,40260916,FULL,12
12,0.3333,4,40260916,AFFECTED,4
12,0.3333,4,40260916,RESIDUAL,0
12,0.3333,4,40260916,CWR,0
12,0.3333,4,40260917,FULL,12
12,0.3333,4,40260917,AFFECTED,4
12,0.3333,4,40260917,RESIDUAL,0
12,0.3333,4,40260917,CWR,0
12,0.3333,4,40260918,FULL,12
12,0.3333,4,40260918,AFFECTED,4
12,0.3333,4,40260918,RESIDUAL,0
12,0.3333,4,40260918,CWR,0
12,0.3333,4,40260919,FULL,12
12,0.3333,4,40260919,AFFECTED,4
12,0.3333,4,40260919,RESIDUAL,0
12,0.3333,4,40260919,CWR,0
12,0.3333,4,40260920,FULL,12
12,0.3333,4,40260920,AFFECTED,4
12,0.3333,4,40260920,RESIDUAL,0
12,0.3333,4,40260920,CWR,0
12,0.3333,4,40260921,FULL,12
12,0.3333,4,40260921,AFFECTED,4
12,0.3333,4,40260921,RESIDUAL,0
12,0.3333,4,40260921,CWR,0
12,0.3333,4,40260922,FULL,12
12,0.3333,4,40260922,AFFECTED,4
12,0.3333,4,40260922,RESIDUAL,0
12,0.3333,4,40260922,CWR,0
12,0.3333,4,40260923,FULL,12
12,0.3333,4,40260923,AFFECTED,4
12,0.3333,4,40260923,RESIDUAL,0
12,0.3333,4,40260923,CWR,0
12,0.3333,4,40260924,FULL,12
12,0.3333,4,40260924,AFFECTED,4
12,0.3333,4,40260924,RESIDUAL,0
12,0.3333,4,40260924,CWR,0
12,0.3333,4,40260925,FULL,12
12,0.3333,4,40260925,AFFECTED,4
12,0.3333,4,40260925,RESIDUAL,0
12,0.3333,4,40260925,CWR,0
12,0.3333,4,40260926,FULL,12
12,0.3333,4,40260926,AFFECTED,4
12,0.3333,4,40260926,RESIDUAL,0
12,0.3333,4,40260926,CWR,0
12,0.3333,4,40260927,FULL,12
12,0.3333,4,40260927,AFFECTED,4
12,0.3333,4,40260927,RESIDUAL,0
12,0.3333,4,40260927,CWR,0
12,0.3333,4,40260928,FULL,12
12,0.3333,4,40260928,AFFECTED,4
12,0.3333,4,40260928,RESIDUAL,0
12,0.3333,4,40260928,CWR,0
12,0.3333,4,40260929,FULL,12
12,0.3333,4,40260929,AFFECTED,4
12,0.3333,4,40260929,RESIDUAL,0
12,0.3333,4,40260929,CWR,0
12,0.3333,4,40260930,FULL,12
12,0.3333,4,40260930,AFFECTED,4
12,0.3333,4,40260930,RESIDUAL,0
12,0.3333,4,40260930,CWR,0
12,0.3333,4,40260931,FULL,12
12,0.3333,4,40260931,AFFECTED,4
12,0.3333,4,40260931,RESIDUAL,0
12,0.3333,4,40260931,CWR,0
12,0.3333,4,40260932,FULL,12
12,0.3333,4,40260932,AFFECTED,4
12,0.3333,4,40260932,RESIDUAL,0
12,0.3333,4,40260932,CWR,0
12,0.3333,4,40260933,FULL,12
12,0.3333,4,40260933,AFFECTED,4
12,0.3333,4,40260933,RESIDUAL,0
12,0.3333,4,40260933,CWR,0
12,0.3333,4,40260934,FULL,12
12,0.3333,4,40260934,AFFECTED,4
12,0.3333,4,40260934,RESIDUAL,0
12,0.3333,4,40260934,CWR,0
12,0.3333,4,40260935,FULL,12
12,0.3333,4,40260935,AFFECTED,4
12,0.3333,4,40260935,RESIDUAL,0
12,0.3333,4,40260935,CWR,0
12,0.5,6,40260916,FULL,12
12,0.5,6,40260916,AFFECTED,6
12,0.5,6,40260916,RESIDUAL,0
12,0.5,6,40260916,CWR,0
12,0.5,6,40260917,FULL,12
12,0.5,6,40260917,AFFECTED,6
12,0.5,6,40260917,RESIDUAL,0
12,0.5,6,40260917,CWR,0
12,0.5,6,40260918,FULL,12
12,0.5,6,40260918,AFFECTED,6
12,0.5,6,40260918,RESIDUAL,0
12,0.5,6,40260918,CWR,0
12,0.5,6,40260919,FULL,12
12,0.5,6,40260919,AFFECTED,6
12,0.5,6,40260919,RESIDUAL,0
12,0.5,6,40260919,CWR,0
12,0.5,6,40260920,FULL,12
12,0.5,6,40260920,AFFECTED,6
12,0.5,6,40260920,RESIDUAL,0
12,0.5,6,40260920,CWR,0
12,0.5,6,40260921,FULL,12
12,0.5,6,40260921,AFFECTED,6
12,0.5,6,40260921,RESIDUAL,0
12,0.5,6,40260921,CWR,0
12,0.5,6,40260922,FULL,12
12,0.5,6,40260922,AFFECTED,6
12,0.5,6,40260922,RESIDUAL,0
12,0.5,6,40260922,CWR,0
12,0.5,6,40260923,FULL,12
12,0.5,6,40260923,AFFECTED,6
12,0.5,6,40260923,RESIDUAL,0
12,0.5,6,40260923,CWR,0
12,0.5,6,40260924,FULL,12
12,0.5,6,40260924,AFFECTED,6
12,0.5,6,40260924,RESIDUAL,0
12,0.5,6,40260924,CWR,0
12,0.5,6,40260925,FULL,12
12,0.5,6,40260925,AFFECTED,6
12,0.5,6,40260925,RESIDUAL,0
12,0.5,6,40260925,CWR,0
12,0.5,6,40260926,FULL,12
12,0.5,6,40260926,AFFECTED,6
12,0.5,6,40260926,RESIDUAL,0
12,0.5,6,40260926,CWR,0
12,0.5,6,40260927,FULL,12
12,0.5,6,40260927,AFFECTED,6
12,0.5,6,40260927,RESIDUAL,0
12,0.5,6,40260927,CWR,0
12,0.5,6,40260928,FULL,12
12,0.5,6,40260928,AFFECTED,6
12,0.5,6,40260928,RESIDUAL,0
12,0.5,6,40260928,CWR,0
12,0.5,6,40260929,FULL,12
12,0.5,6,40260929,AFFECTED,6
12,0.5,6,40260929,RESIDUAL,0
12,0.5,6,40260929,CWR,0
12,0.5,6,40260930,FULL,12
12,0.5,6,40260930,AFFECTED,6
12,0.5,6,40260930,RESIDUAL,0
12,0.5,6,40260930,CWR,0
12,0.5,6,40260931,FULL,12
12,0.5,6,40260931,AFFECTED,6
12,0.5,6,40260931,RESIDUAL,0
12,0.5,6,40260931,CWR,0
12,0.5,6,40260932,FULL,12
12,0.5,6,40260932,AFFECTED,6
12,0.5,6,40260932,RESIDUAL,0
12,0.5,6,40260932,CWR,0
12,0.5,6,40260933,FULL,12
12,0.5,6,40260933,AFFECTED,6
12,0.5,6,40260933,RESIDUAL,0
12,0.5,6,40260933,CWR,0
12,0.5,6,40260934,FULL,12
12,0.5,6,40260934,AFFECTED,6
12,0.5,6,40260934,RESIDUAL,0
12,0.5,6,40260934,CWR,0
12,0.5,6,40260935,FULL,12
12,0.5,6,40260935,AFFECTED,6
12,0.5,6,40260935,RESIDUAL,0
12,0.5,6,40260935,CWR,0
12,0.6667,8,40260916,FULL,12
12,0.6667,8,40260916,AFFECTED,8
12,0.6667,8,40260916,RESIDUAL,0
12,0.6667,8,40260916,CWR,0
12,0.6667,8,40260917,FULL,12
12,0.6667,8,40260917,AFFECTED,8
12,0.6667,8,40260917,RESIDUAL,0
12,0.6667,8,40260917,CWR,0
12,0.6667,8,40260918,FULL,12
12,0.6667,8,40260918,AFFECTED,8
12,0.6667,8,40260918,RESIDUAL,0
12,0.6667,8,40260918,CWR,0
12,0.6667,8,40260919,FULL,12
12,0.6667,8,40260919,AFFECTED,8
12,0.6667,8,40260919,RESIDUAL,0
12,0.6667,8,40260919,CWR,0
12,0.6667,8,40260920,FULL,12
12,0.6667,8,40260920,AFFECTED,8
12,0.6667,8,40260920,RESIDUAL,0
12,0.6667,8,40260920,CWR,0
12,0.6667,8,40260921,FULL,12
12,0.6667,8,40260921,AFFECTED,8
12,0.6667,8,40260921,RESIDUAL,0
12,0.6667,8,40260921,CWR,0
12,0.6667,8,40260922,FULL,12
12,0.6667,8,40260922,AFFECTED,8
12,0.6667,8,40260922,RESIDUAL,0
12,0.6667,8,40260922,CWR,0
12,0.6667,8,40260923,FULL,12
12,0.6667,8,40260923,AFFECTED,8
12,0.6667,8,40260923,RESIDUAL,0
12,0.6667,8,40260923,CWR,0
12,0.6667,8,40260924,FULL,12
12,0.6667,8,40260924,AFFECTED,8
12,0.6667,8,40260924,RESIDUAL,0
12,0.6667,8,40260924,CWR,0
12,0.6667,8,40260925,FULL,12
12,0.6667,8,40260925,AFFECTED,8
12,0.6667,8,40260925,RESIDUAL,0
12,0.6667,8,40260925,CWR,0
12,0.6667,8,40260926,FULL,12
12,0.6667,8,40260926,AFFECTED,8
12,0.6667,8,40260926,RESIDUAL,0
12,0.6667,8,40260926,CWR,0
12,0.6667,8,40260927,FULL,12
12,0.6667,8,40260927,AFFECTED,8
12,0.6667,8,40260927,RESIDUAL,0
12,0.6667,8,40260927,CWR,0
12,0.6667,8,40260928,FULL,12
12,0.6667,8,40260928,AFFECTED,8
12,0.6667,8,40260928,RESIDUAL,0
12,0.6667,8,40260928,CWR,0
12,0.6667,8,40260929,FULL,12
12,0.6667,8,40260929,AFFECTED,8
12,0.6667,8,40260929,RESIDUAL,0
12,0.6667,8,40260929,CWR,0
12,0.6667,8,40260930,FULL,12
12,0.6667,8,40260930,AFFECTED,8
12,0.6667,8,40260930,RESIDUAL,0
12,0.6667,8,40260930,CWR,0
12,0.6667,8,40260931,FULL,12
12,0.6667,8,40260931,AFFECTED,8
12,0.6667,8,40260931,RESIDUAL,0
12,0.6667,8,40260931,CWR,0
12,0.6667,8,40260932,FULL,12
12,0.6667,8,40260932,AFFECTED,8
12,0.6667,8,40260932,RESIDUAL,0
12,0.6667,8,40260932,CWR,0
12,0.6667,8,40260933,FULL,12
12,0.6667,8,40260933,AFFECTED,8
12,0.6667,8,40260933,RESIDUAL,0
12,0.6667,8,40260933,CWR,0
12,0.6667,8,40260934,FULL,12
12,0.6667,8,40260934,AFFECTED,8
12,0.6667,8,40260934,RESIDUAL,0
12,0.6667,8,40260934,CWR,0
12,0.6667,8,40260935,FULL,12
12,0.6667,8,40260935,AFFECTED,8
12,0.6667,8,40260935,RESIDUAL,0
12,0.6667,8,40260935,CWR,0
12,0.8333,10,40260916,FULL,12
12,0.8333,10,40260916,AFFECTED,10
12,0.8333,10,40260916,RESIDUAL,0
12,0.8333,10,40260916,CWR,0
12,0.8333,10,40260917,FULL,12
12,0.8333,10,40260917,AFFECTED,10
12,0.8333,10,40260917,RESIDUAL,0
12,0.8333,10,40260917,CWR,0
12,0.8333,10,40260918,FULL,12
12,0.8333,10,40260918,AFFECTED,10
12,0.8333,10,40260918,RESIDUAL,0
12,0.8333,10,40260918,CWR,0
12,0.8333,10,40260919,FULL,12
12,0.8333,10,40260919,AFFECTED,10
12,0.8333,10,40260919,RESIDUAL,0
12,0.8333,10,40260919,CWR,0
12,0.8333,10,40260920,FULL,12
12,0.8333,10,40260920,AFFECTED,10
12,0.8333,10,40260920,RESIDUAL,0
12,0.8333,10,40260920,CWR,0
12,0.8333,10,40260921,FULL,12
12,0.8333,10,40260921,AFFECTED,10
12,0.8333,10,40260921,RESIDUAL,0
12,0.8333,10,40260921,CWR,0
12,0.8333,10,40260922,FULL,12
12,0.8333,10,40260922,AFFECTED,10
12,0.8333,10,40260922,RESIDUAL,0
12,0.8333,10,40260922,CWR,0
12,0.8333,10,40260923,FULL,12
12,0.8333,10,40260923,AFFECTED,10
12,0.8333,10,40260923,RESIDUAL,0
12,0.8333,10,40260923,CWR,0
12,0.8333,10,40260924,FULL,12
12,0.8333,10,40260924,AFFECTED,10
12,0.8333,10,40260924,RESIDUAL,0
12,0.8333,10,40260924,CWR,0
12,0.8333,10,40260925,FULL,12
12,0.8333,10,40260925,AFFECTED,10
12,0.8333,10,40260925,RESIDUAL,0
12,0.8333,10,40260925,CWR,0
12,0.8333,10,40260926,FULL,12
12,0.8333,10,40260926,AFFECTED,10
12,0.8333,10,40260926,RESIDUAL,0
12,0.8333,10,40260926,CWR,0
12,0.8333,10,40260927,FULL,12
12,0.8333,10,40260927,AFFECTED,10
12,0.8333,10,40260927,RESIDUAL,0
12,0.8333,10,40260927,CWR,0
12,0.8333,10,40260928,FULL,12
12,0.8333,10,40260928,AFFECTED,10
12,0.8333,10,40260928,RESIDUAL,0
12,0.8333,10,40260928,CWR,0
12,0.8333,10,40260929,FULL,12
12,0.8333,10,40260929,AFFECTED,10
12,0.8333,10,40260929,RESIDUAL,0
12,0.8333,10,40260929,CWR,0
12,0.8333,10,40260930,FULL,12
12,0.8333,10,40260930,AFFECTED,10
12,0.8333,10,40260930,RESIDUAL,0
12,0.8333,10,40260930,CWR,0
12,0.8333,10,40260931,FULL,12
12,0.8333,10,40260931,AFFECTED,10
12,0.8333,10,40260931,RESIDUAL,0
12,0.8333,10,40260931,CWR,0
12,0.8333,10,40260932,FULL,12
12,0.8333,10,40260932,AFFECTED,10
12,0.8333,10,40260932,RESIDUAL,0
12,0.8333,10,40260932,CWR,0
12,0.8333,10,40260933,FULL,12
12,0.8333,10,40260933,AFFECTED,10
12,0.8333,10,40260933,RESIDUAL,0
12,0.8333,10,40260933,CWR,0
12,0.8333,10,40260934,FULL,12
12,0.8333,10,40260934,AFFECTED,10
12,0.8333,10,40260934,RESIDUAL,0
12,0.8333,10,40260934,CWR,0
12,0.8333,10,40260935,FULL,12
12,0.8333,10,40260935,AFFECTED,10
12,0.8333,10,40260935,RESIDUAL,0
12,0.8333,10,40260935,CWR,0
12,1.0,12,40260916,FULL,12
12,1.0,12,40260916,AFFECTED,12
12,1.0,12,40260916,RESIDUAL,2
12,1.0,12,40260916,CWR,2
12,1.0,12,40260917,FULL,12
12,1.0,12,40260917,AFFECTED,12
12,1.0,12,40260917,RESIDUAL,2
12,1.0,12,40260917,CWR,2
12,1.0,12,40260918,FULL,12
12,1.0,12,40260918,AFFECTED,12
12,1.0,12,40260918,RESIDUAL,2
12,1.0,12,40260918,CWR,2
12,1.0,12,40260919,FULL,12
12,1.0,12,40260919,AFFECTED,12
12,1.0,12,40260919,RESIDUAL,2
12,1.0,12,40260919,CWR,2
12,1.0,12,40260920,FULL,12
12,1.0,12,40260920,AFFECTED,12
12,1.0,12,40260920,RESIDUAL,2
12,1.0,12,40260920,CWR,2
12,1.0,12,40260921,FULL,12
12,1.0,12,40260921,AFFECTED,12
12,1.0,12,40260921,RESIDUAL,2
12,1.0,12,40260921,CWR,2
12,1.0,12,40260922,FULL,12
12,1.0,12,40260922,AFFECTED,12
12,1.0,12,40260922,RESIDUAL,2
12,1.0,12,40260922,CWR,2
12,1.0,12,40260923,FULL,12
12,1.0,12,40260923,AFFECTED,12
12,1.0,12,40260923,RESIDUAL,2
12,1.0,12,40260923,CWR,2
12,1.0,12,40260924,FULL,12
12,1.0,12,40260924,AFFECTED,12
12,1.0,12,40260924,RESIDUAL,2
12,1.0,12,40260924,CWR,2
12,1.0,12,40260925,FULL,12
12,1.0,12,40260925,AFFECTED,12
12,1.0,12,40260925,RESIDUAL,2
12,1.0,12,40260925,CWR,2
12,1.0,12,40260926,FULL,12
12,1.0,12,40260926,AFFECTED,12
12,1.0,12,40260926,RESIDUAL,2
12,1.0,12,40260926,CWR,2
12,1.0,12,40260927,FULL,12
12,1.0,12,40260927,AFFECTED,12
12,1.0,12,40260927,RESIDUAL,2
12,1.0,12,40260927,CWR,2
12,1.0,12,40260928,FULL,12
12,1.0,12,40260928,AFFECTED,12
12,1.0,12,40260928,RESIDUAL,2
12,1.0,12,40260928,CWR,2
12,1.0,12,40260929,FULL,12
12,1.0,12,40260929,AFFECTED,12
12,1.0,12,40260929,RESIDUAL,2
12,1.0,12,40260929,CWR,2
12,1.0,12,40260930,FULL,12
12,1.0,12,40260930,AFFECTED,12
12,1.0,12,40260930,RESIDUAL,2
12,1.0,12,40260930,CWR,2
12,1.0,12,40260931,FULL,12
12,1.0,12,40260931,AFFECTED,12
12,1.0,12,40260931,RESIDUAL,2
12,1.0,12,40260931,CWR,2
12,1.0,12,40260932,FULL,12
12,1.0,12,40260932,AFFECTED,12
12,1.0,12,40260932,RESIDUAL,2
12,1.0,12,40260932,CWR,2
12,1.0,12,40260933,FULL,12
12,1.0,12,40260933,AFFECTED,12
12,1.0,12,40260933,RESIDUAL,2
12,1.0,12,40260933,CWR,2
12,1.0,12,40260934,FULL,12
12,1.0,12,40260934,AFFECTED,12
12,1.0,12,40260934,RESIDUAL,2
12,1.0,12,40260934,CWR,2
12,1.0,12,40260935,FULL,12
12,1.0,12,40260935,AFFECTED,12
12,1.0,12,40260935,RESIDUAL,2
12,1.0,12,40260935,CWR,2
24,0.0,0,40260916,FULL,24
24,0.0,0,40260916,AFFECTED,0
24,0.0,0,40260916,RESIDUAL,0
24,0.0,0,40260916,CWR,0
24,0.0,0,40260917,FULL,24
24,0.0,0,40260917,AFFECTED,0
24,0.0,0,40260917,RESIDUAL,0
24,0.0,0,40260917,CWR,0
24,0.0,0,40260918,FULL,24
24,0.0,0,40260918,AFFECTED,0
24,0.0,0,40260918,RESIDUAL,0
24,0.0,0,40260918,CWR,0
24,0.0,0,40260919,FULL,24
24,0.0,0,40260919,AFFECTED,0
24,0.0,0,40260919,RESIDUAL,0
24,0.0,0,40260919,CWR,0
24,0.0,0,40260920,FULL,24
24,0.0,0,40260920,AFFECTED,0
24,0.0,0,40260920,RESIDUAL,0
24,0.0,0,40260920,CWR,0
24,0.0,0,40260921,FULL,24
24,0.0,0,40260921,AFFECTED,0
24,0.0,0,40260921,RESIDUAL,0
24,0.0,0,40260921,CWR,0
24,0.0,0,40260922,FULL,24
24,0.0,0,40260922,AFFECTED,0
24,0.0,0,40260922,RESIDUAL,0
24,0.0,0,40260922,CWR,0
24,0.0,0,40260923,FULL,24
24,0.0,0,40260923,AFFECTED,0
24,0.0,0,40260923,RESIDUAL,0
24,0.0,0,40260923,CWR,0
24,0.0,0,40260924,FULL,24
24,0.0,0,40260924,AFFECTED,0
24,0.0,0,40260924,RESIDUAL,0
24,0.0,0,40260924,CWR,0
24,0.0,0,40260925,FULL,24
24,0.0,0,40260925,AFFECTED,0
24,0.0,0,40260925,RESIDUAL,0
24,0.0,0,40260925,CWR,0
24,0.0,0,40260926,FULL,24
24,0.0,0,40260926,AFFECTED,0
24,0.0,0,40260926,RESIDUAL,0
24,0.0,0,40260926,CWR,0
24,0.0,0,40260927,FULL,24
24,0.0,0,40260927,AFFECTED,0
24,0.0,0,40260927,RESIDUAL,0
24,0.0,0,40260927,CWR,0
24,0.0,0,40260928,FULL,24
24,0.0,0,40260928,AFFECTED,0
24,0.0,0,40260928,RESIDUAL,0
24,0.0,0,40260928,CWR,0
24,0.0,0,40260929,FULL,24
24,0.0,0,40260929,AFFECTED,0
24,0.0,0,40260929,RESIDUAL,0
24,0.0,0,40260929,CWR,0
24,0.0,0,40260930,FULL,24
24,0.0,0,40260930,AFFECTED,0
24,0.0,0,40260930,RESIDUAL,0
24,0.0,0,40260930,CWR,0
24,0.0,0,40260931,FULL,24
24,0.0,0,40260931,AFFECTED,0
24,0.0,0,40260931,RESIDUAL,0
24,0.0,0,40260931,CWR,0
24,0.0,0,40260932,FULL,24
24,0.0,0,40260932,AFFECTED,0
24,0.0,0,40260932,RESIDUAL,0
24,0.0,0,40260932,CWR,0
24,0.0,0,40260933,FULL,24
24,0.0,0,40260933,AFFECTED,0
24,0.0,0,40260933,RESIDUAL,0
24,0.0,0,40260933,CWR,0
24,0.0,0,40260934,FULL,24
24,0.0,0,40260934,AFFECTED,0
24,0.0,0,40260934,RESIDUAL,0
24,0.0,0,40260934,CWR,0
24,0.0,0,40260935,FULL,24
24,0.0,0,40260935,AFFECTED,0
24,0.0,0,40260935,RESIDUAL,0
24,0.0,0,40260935,CWR,0
24,0.1667,4,40260916,FULL,24
24,0.1667,4,40260916,AFFECTED,4
24,0.1667,4,40260916,RESIDUAL,0
24,0.1667,4,40260916,CWR,0
24,0.1667,4,40260917,FULL,24
24,0.1667,4,40260917,AFFECTED,4
24,0.1667,4,40260917,RESIDUAL,0
24,0.1667,4,40260917,CWR,0
24,0.1667,4,40260918,FULL,24
24,0.1667,4,40260918,AFFECTED,4
24,0.1667,4,40260918,RESIDUAL,0
24,0.1667,4,40260918,CWR,0
24,0.1667,4,40260919,FULL,24
24,0.1667,4,40260919,AFFECTED,4
24,0.1667,4,40260919,RESIDUAL,0
24,0.1667,4,40260919,CWR,0
24,0.1667,4,40260920,FULL,24
24,0.1667,4,40260920,AFFECTED,4
24,0.1667,4,40260920,RESIDUAL,0
24,0.1667,4,40260920,CWR,0
24,0.1667,4,40260921,FULL,24
24,0.1667,4,40260921,AFFECTED,4
24,0.1667,4,40260921,RESIDUAL,0
24,0.1667,4,40260921,CWR,0
24,0.1667,4,40260922,FULL,24
24,0.1667,4,40260922,AFFECTED,4
24,0.1667,4,40260922,RESIDUAL,0
24,0.1667,4,40260922,CWR,0
24,0.1667,4,40260923,FULL,24
24,0.1667,4,40260923,AFFECTED,4
24,0.1667,4,40260923,RESIDUAL,0
24,0.1667,4,40260923,CWR,0
24,0.1667,4,40260924,FULL,24
24,0.1667,4,40260924,AFFECTED,4
24,0.1667,4,40260924,RESIDUAL,0
24,0.1667,4,40260924,CWR,0
24,0.1667,4,40260925,FULL,24
24,0.1667,4,40260925,AFFECTED,4
24,0.1667,4,40260925,RESIDUAL,0
24,0.1667,4,40260925,CWR,0
24,0.1667,4,40260926,FULL,24
24,0.1667,4,40260926,AFFECTED,4
24,0.1667,4,40260926,RESIDUAL,0
24,0.1667,4,40260926,CWR,0
24,0.1667,4,40260927,FULL,24
24,0.1667,4,40260927,AFFECTED,4
24,0.1667,4,40260927,RESIDUAL,0
24,0.1667,4,40260927,CWR,0
24,0.1667,4,40260928,FULL,24
24,0.1667,4,40260928,AFFECTED,4
24,0.1667,4,40260928,RESIDUAL,0
24,0.1667,4,40260928,CWR,0
24,0.1667,4,40260929,FULL,24
24,0.1667,4,40260929,AFFECTED,4
24,0.1667,4,40260929,RESIDUAL,0
24,0.1667,4,40260929,CWR,0
24,0.1667,4,40260930,FULL,24
24,0.1667,4,40260930,AFFECTED,4
24,0.1667,4,40260930,RESIDUAL,0
24,0.1667,4,40260930,CWR,0
24,0.1667,4,40260931,FULL,24
24,0.1667,4,40260931,AFFECTED,4
24,0.1667,4,40260931,RESIDUAL,0
24,0.1667,4,40260931,CWR,0
24,0.1667,4,40260932,FULL,24
24,0.1667,4,40260932,AFFECTED,4
24,0.1667,4,40260932,RESIDUAL,0
24,0.1667,4,40260932,CWR,0
24,0.1667,4,40260933,FULL,24
24,0.1667,4,40260933,AFFECTED,4
24,0.1667,4,40260933,RESIDUAL,0
24,0.1667,4,40260933,CWR,0
24,0.1667,4,40260934,FULL,24
24,0.1667,4,40260934,AFFECTED,4
24,0.1667,4,40260934,RESIDUAL,0
24,0.1667,4,40260934,CWR,0
24,0.1667,4,40260935,FULL,24
24,0.1667,4,40260935,AFFECTED,4
24,0.1667,4,40260935,RESIDUAL,0
24,0.1667,4,40260935,CWR,0
24,0.3333,8,40260916,FULL,24
24,0.3333,8,40260916,AFFECTED,8
24,0.3333,8,40260916,RESIDUAL,0
24,0.3333,8,40260916,CWR,0
24,0.3333,8,40260917,FULL,24
24,0.3333,8,40260917,AFFECTED,8
24,0.3333,8,40260917,RESIDUAL,0
24,0.3333,8,40260917,CWR,0
24,0.3333,8,40260918,FULL,24
24,0.3333,8,40260918,AFFECTED,8
24,0.3333,8,40260918,RESIDUAL,0
24,0.3333,8,40260918,CWR,0
24,0.3333,8,40260919,FULL,24
24,0.3333,8,40260919,AFFECTED,8
24,0.3333,8,40260919,RESIDUAL,0
24,0.3333,8,40260919,CWR,0
24,0.3333,8,40260920,FULL,24
24,0.3333,8,40260920,AFFECTED,8
24,0.3333,8,40260920,RESIDUAL,0
24,0.3333,8,40260920,CWR,0
24,0.3333,8,40260921,FULL,24
24,0.3333,8,40260921,AFFECTED,8
24,0.3333,8,40260921,RESIDUAL,0
24,0.3333,8,40260921,CWR,0
24,0.3333,8,40260922,FULL,24
24,0.3333,8,40260922,AFFECTED,8
24,0.3333,8,40260922,RESIDUAL,0
24,0.3333,8,40260922,CWR,0
24,0.3333,8,40260923,FULL,24
24,0.3333,8,40260923,AFFECTED,8
24,0.3333,8,40260923,RESIDUAL,0
24,0.3333,8,40260923,CWR,0
24,0.3333,8,40260924,FULL,24
24,0.3333,8,40260924,AFFECTED,8
24,0.3333,8,40260924,RESIDUAL,0
24,0.3333,8,40260924,CWR,0
24,0.3333,8,40260925,FULL,24
24,0.3333,8,40260925,AFFECTED,8
24,0.3333,8,40260925,RESIDUAL,0
24,0.3333,8,40260925,CWR,0
24,0.3333,8,40260926,FULL,24
24,0.3333,8,40260926,AFFECTED,8
24,0.3333,8,40260926,RESIDUAL,0
24,0.3333,8,40260926,CWR,0
24,0.3333,8,40260927,FULL,24
24,0.3333,8,40260927,AFFECTED,8
24,0.3333,8,40260927,RESIDUAL,0
24,0.3333,8,40260927,CWR,0
24,0.3333,8,40260928,FULL,24
24,0.3333,8,40260928,AFFECTED,8
24,0.3333,8,40260928,RESIDUAL,0
24,0.3333,8,40260928,CWR,0
24,0.3333,8,40260929,FULL,24
24,0.3333,8,40260929,AFFECTED,8
24,0.3333,8,40260929,RESIDUAL,0
24,0.3333,8,40260929,CWR,0
24,0.3333,8,40260930,FULL,24
24,0.3333,8,40260930,AFFECTED,8
24,0.3333,8,40260930,RESIDUAL,0
24,0.3333,8,40260930,CWR,0
24,0.3333,8,40260931,FULL,24
24,0.3333,8,40260931,AFFECTED,8
24,0.3333,8,40260931,RESIDUAL,0
24,0.3333,8,40260931,CWR,0
24,0.3333,8,40260932,FULL,24
24,0.3333,8,40260932,AFFECTED,8
24,0.3333,8,40260932,RESIDUAL,0
24,0.3333,8,40260932,CWR,0
24,0.3333,8,40260933,FULL,24
24,0.3333,8,40260933,AFFECTED,8
24,0.3333,8,40260933,RESIDUAL,0
24,0.3333,8,40260933,CWR,0
24,0.3333,8,40260934,FULL,24
24,0.3333,8,40260934,AFFECTED,8
24,0.3333,8,40260934,RESIDUAL,0
24,0.3333,8,40260934,CWR,0
24,0.3333,8,40260935,FULL,24
24,0.3333,8,40260935,AFFECTED,8
24,0.3333,8,40260935,RESIDUAL,0
24,0.3333,8,40260935,CWR,0
24,0.5,12,40260916,FULL,24
24,0.5,12,40260916,AFFECTED,12
24,0.5,12,40260916,RESIDUAL,0
24,0.5,12,40260916,CWR,0
24,0.5,12,40260917,FULL,24
24,0.5,12,40260917,AFFECTED,12
24,0.5,12,40260917,RESIDUAL,0
24,0.5,12,40260917,CWR,0
24,0.5,12,40260918,FULL,24
