seed,domain_count,fault_budget,n_candidates,has_residual,estimated_hypotheses,skipped_resource_limit,cwr_feasible,cwr_cost,cwr_time_ms,fallback_verdict
912021813,20,2,18,0,172,0,1,5,1.029,
912021814,20,2,18,1,172,0,1,3,0.2909,
912030600,20,3,6,1,232,0,0,,0.2534,
912030601,20,3,6,0,93,0,0,,0.1219,
912030602,20,3,6,1,93,0,1,15,0.1114,
912030603,20,3,6,0,232,0,1,12,0.3278,
912030604,20,3,6,1,232,0,1,16,0.2183,
912030605,20,3,6,0,299,0,0,,0.3842,
912030606,20,3,6,1,176,0,1,24,0.1923,
912030607,20,3,6,0,176,0,1,17,0.217,
912030608,20,3,6,1,176,0,1,17,0.1846,
912030609,20,3,6,0,232,0,1,11,0.2739,
912030610,20,3,6,1,176,0,1,18,0.1896,
912030611,20,3,6,0,232,0,1,15,0.3528,
912030612,20,3,6,1,378,0,1,8,0.3638,
912030613,20,3,6,0,232,0,1,24,0.3019,
912030614,20,3,6,1,232,0,1,17,0.2027,
912030900,20,3,9,1,378,0,1,20,0.4351,
912030901,20,3,9,0,378,0,1,12,1.0791,
912030902,20,3,9,1,232,0,1,7,0.2668,
912030903,20,3,9,0,697,0,1,9,1.6347,
912030904,20,3,9,1,299,0,1,6,0.6395,
912030905,20,3,9,0,299,0,1,25,0.5636,
912030906,20,3,9,1,470,0,1,9,0.6268,
912030907,20,3,9,0,299,0,1,6,0.4233,
912030908,20,3,9,1,576,0,1,9,0.7389,
912030909,20,3,9,0,299,0,1,13,0.8097,
912030910,20,3,9,1,232,0,1,4,0.2862,
912030911,20,3,9,0,176,0,1,12,0.5586,
912030912,20,3,9,1,232,0,1,6,0.2903,
912030913,20,3,9,0,378,0,1,12,0.8415,
912030914,20,3,9,1,576,0,1,7,0.5839,
912031200,20,3,12,1,470,0,1,5,0.6575,
912031201,20,3,12,0,470,0,1,7,1.9871,
912031202,20,3,12,1,470,0,1,10,0.8193,
912031203,20,3,12,0,470,0,1,11,1.7818,
912031204,20,3,12,1,834,0,1,5,1.3649,
912031205,20,3,12,0,470,0,1,14,1.0116,
912031206,20,3,12,1,576,0,1,8,1.1225,
912031207,20,3,12,0,470,0,1,16,1.7056,
912031208,20,3,12,1,576,0,1,11,1.1659,
912031209,20,3,12,0,299,0,1,13,1.0346,
912031210,20,3,12,1,470,0,1,5,0.7088,
912031211,20,3,12,0,176,0,1,16,0.7058,
912031212,20,3,12,1,697,0,1,12,2.2958,
912031213,20,3,12,0,232,0,1,11,0.6102,
912031214,20,3,12,1,697,0,1,6,1.4374,
912031800,20,3,18,1,1160,0,1,9,2.1436,
912031801,20,3,18,0,988,0,1,7,4.4975,
912031802,20,3,18,1,1160,0,1,3,2.543,
912031803,20,3,18,0,834,0,1,9,4.5066,
912031804,20,3,18,1,988,0,1,8,3.3726,
912031805,20,3,18,0,697,0,1,8,10.7847,
912031806,20,3,18,1,988,0,1,7,2.0219,
912031807,20,3,18,0,470,0,1,12,6.4522,
912031808,20,3,18,1,1160,0,1,7,2.0678,
912031809,20,3,18,0,834,0,1,6,5.2049,
912031810,20,3,18,1,697,0,1,6,1.9007,
912031811,20,3,18,0,576,0,1,7,3.3951,
912031812,20,3,18,1,1160,0,1,11,3.0796,
912031813,20,3,18,0,834,0,1,7,8.4254,
912031814,20,3,18,1,1160,0,1,4,2.5388,
913010600,30,1,6,1,14,0,1,1,0.0288,
913010601,30,1,6,0,11,0,1,5,0.0386,
913010602,30,1,6,1,14,0,1,3,0.0172,
913010603,30,1,6,0,8,0,1,5,0.0252,
913010604,30,1,6,1,15,0,1,2,0.0161,
913010605,30,1,6,0,12,0,1,8,0.0335,
913010606,30,1,6,1,10,0,1,2,0.0153,
913010607,30,1,6,0,11,0,1,3,0.0337,
913010608,30,1,6,1,12,0,1,3,0.0158,
913010609,30,1,6,0,12,0,1,4,0.0316,
913010610,30,1,6,1,11,0,1,4,0.0156,
913010611,30,1,6,0,13,0,1,17,0.0341,
913010612,30,1,6,1,14,0,1,1,0.0152,
913010613,30,1,6,0,12,0,1,3,0.0354,
913010614,30,1,6,1,12,0,1,1,0.0145,
913010900,30,1,9,1,20,0,1,1,0.0209,
913010901,30,1,9,0,16,0,1,3,0.0538,
913010902,30,1,9,1,18,0,1,1,0.019,
913010903,30,1,9,0,13,0,1,7,0.0478,
913010904,30,1,9,1,18,0,1,1,0.0198,
913010905,30,1,9,0,13,0,1,3,0.0478,
913010906,30,1,9,1,19,0,1,2,0.0209,
913010907,30,1,9,0,13,0,1,6,0.0521,
913010908,30,1,9,1,19,0,1,1,0.0208,
913010909,30,1,9,0,14,0,1,3,0.0517,
913010910,30,1,9,1,14,0,1,2,0.0166,
913010911,30,1,9,0,16,0,1,3,0.0586,
913010912,30,1,9,1,20,0,1,1,0.0198,
913010913,30,1,9,0,15,0,1,5,0.0584,
913010914,30,1,9,1,15,0,1,2,0.0175,
913011200,30,1,12,1,20,0,1,4,0.0227,
913011201,30,1,12,0,19,0,1,2,0.0805,
913011202,30,1,12,1,24,0,1,2,0.0261,
913011203,30,1,12,0,21,0,1,2,0.0788,
913011204,30,1,12,1,15,0,1,3,0.0214,
913011205,30,1,12,0,17,0,1,3,0.0774,
913011206,30,1,12,1,22,0,1,3,0.0231,
913011207,30,1,12,0,17,0,1,2,0.0703,
913011208,30,1,12,1,20,0,1,1,0.0233,
913011209,30,1,12,0,18,0,1,2,0.0792,
913011210,30,1,12,1,19,0,1,3,0.0241,
913011211,30,1,12,0,16,0,1,2,0.0695,
913011212,30,1,12,1,17,0,1,1,0.0223,
913011213,30,1,12,0,15,0,1,4,0.0804,
913011214,30,1,12,1,20,0,1,2,0.0233,
913011800,30,1,18,1,21,0,1,2,0.0305,
913011801,30,1,18,0,23,0,1,2,0.1315,
913011802,30,1,18,1,26,0,1,1,0.0332,
913011803,30,1,18,0,23,0,1,2,0.1574,
913011804,30,1,18,1,19,0,1,2,0.0304,
913011805,30,1,18,0,21,0,1,2,0.0991,
913011806,30,1,18,1,27,0,1,1,0.0319,
913011807,30,1,18,0,24,0,1,2,0.1673,
913011808,30,1,18,1,24,0,1,1,0.0277,
913011809,30,1,18,0,20,0,1,2,0.1439,
913011810,30,1,18,1,25,0,1,1,0.0277,
913011811,30,1,18,0,20,0,1,2,0.17,
913011812,30,1,18,1,22,0,1,1,0.0291,
913011813,30,1,18,0,23,0,1,4,0.1404,
913011814,30,1,18,1,22,0,1,1,0.0314,
913020600,30,2,6,1,106,0,1,11,0.1077,
913020601,30,2,6,0,79,0,1,11,0.1462,
913020602,30,2,6,1,121,0,1,3,0.1166,
913020603,30,2,6,0,37,0,1,10,0.0879,
913020604,30,2,6,1,46,0,1,5,0.056,
913020605,30,2,6,0,46,0,1,11,1.0964,
913020606,30,2,6,1,106,0,1,4,0.0978,
913020607,30,2,6,0,29,0,1,12,0.0714,
913020608,30,2,6,1,106,0,1,10,0.1046,
913020609,30,2,6,0,37,0,1,13,0.0596,
913020610,30,2,6,1,92,0,1,5,0.0865,
913020611,30,2,6,0,79,0,1,4,0.142,
913020612,30,2,6,1,46,0,1,3,0.0753,
913020613,30,2,6,0,67,0,1,11,0.1255,
913020614,30,2,6,1,67,0,1,8,0.0744,
913020900,30,2,9,1,121,0,1,2,0.1403,
913020901,30,2,9,0,106,0,1,10,0.2975,
913020902,30,2,9,1,191,0,1,3,0.1767,
913020903,30,2,9,0,79,0,1,4,0.2702,
913020904,30,2,9,1,137,0,1,6,0.1758,
913020905,30,2,9,0,106,0,1,5,0.349,
913020906,30,2,9,1,137,0,1,5,0.1293,
913020907,30,2,9,0,121,0,1,6,0.2642,
913020908,30,2,9,1,106,0,1,3,0.1647,
913020909,30,2,9,0,106,0,1,7,0.3757,
913020910,30,2,9,1,79,0,1,6,0.1035,
913020911,30,2,9,0,92,0,1,15,0.2273,
913020912,30,2,9,1,172,0,1,4,0.1836,
913020913,30,2,9,0,121,0,1,4,0.2692,
913020914,30,2,9,1,121,0,1,3,0.1301,
913021200,30,2,12,1,172,0,1,4,0.2407,
913021201,30,2,12,0,137,0,1,3,0.6729,
913021202,30,2,12,1,154,0,1,4,0.2209,
913021203,30,2,12,0,137,0,1,10,0.5219,
913021204,30,2,12,1,172,0,1,2,0.2612,
913021205,30,2,12,0,92,0,1,9,0.2423,
913021206,30,2,12,1,172,0,1,5,0.2372,
913021207,30,2,12,0,121,0,1,8,0.6869,
913021208,30,2,12,1,254,0,1,5,0.3014,
913021209,30,2,12,0,154,0,1,5,0.585,
913021210,30,2,12,1,232,0,1,3,0.4258,
913021211,30,2,12,0,232,0,1,5,0.8934,
913021212,30,2,12,1,154,0,1,4,0.2891,
913021213,30,2,12,0,137,0,1,6,0.389,
913021214,30,2,12,1,137,0,1,2,0.198,
913021800,30,2,18,1,211,0,1,2,0.4309,
913021801,30,2,18,0,232,0,1,6,1.5966,
913021802,30,2,18,1,277,0,1,3,0.4504,
913021803,30,2,18,0,232,0,1,5,1.3364,
913021804,30,2,18,1,254,0,1,3,0.526,
913021805,30,2,18,0,232,0,1,3,1.1423,
913021806,30,2,18,1,352,0,1,5,0.6244,
913021807,30,2,18,0,277,0,1,3,2.2121,
913021808,30,2,18,1,211,0,1,3,0.4802,
913021809,30,2,18,0,172,0,1,3,1.144,
913021810,30,2,18,1,211,0,1,2,0.3814,
913021811,30,2,18,0,232,0,1,6,2.1682,
913021812,30,2,18,1,254,0,1,3,0.411,
913021813,30,2,18,0,191,0,1,3,1.2314,
913021814,30,2,18,1,211,0,1,3,0.4664,
913030600,30,3,6,1,576,0,1,9,0.5479,
913030601,30,3,6,0,378,0,1,11,0.4764,
913030602,30,3,6,1,576,0,1,9,0.4872,
913030603,30,3,6,0,130,0,1,27,0.1648,
913030604,30,3,6,1,378,0,1,5,0.3286,
913030605,30,3,6,0,299,0,1,10,0.4037,
913030606,30,3,6,1,378,0,1,14,0.3256,
913030607,30,3,6,0,176,0,1,24,0.2597,
913030608,30,3,6,1,299,0,1,23,0.3039,
913030609,30,3,6,0,93,0,1,11,0.1381,
913030610,30,3,6,1,470,0,1,5,0.4004,
913030611,30,3,6,0,232,0,1,28,0.3205,
913030612,30,3,6,1,470,0,1,15,0.4263,
913030613,30,3,6,0,130,0,1,10,0.2083,
913030614,30,3,6,1,299,0,1,11,0.2597,
913030900,30,3,9,1,299,0,1,9,0.3509,
913030901,30,3,9,0,176,0,1,14,0.3916,
913030902,30,3,9,1,576,0,1,10,0.6993,
913030903,30,3,9,0,378,0,1,21,0.6798,
913030904,30,3,9,1,576,0,1,8,0.579,
913030905,30,3,9,0,378,0,1,9,0.7764,
913030906,30,3,9,1,697,0,1,10,0.6983,
913030907,30,3,9,0,470,0,1,10,0.7264,
913030908,30,3,9,1,576,0,1,9,0.6339,
913030909,30,3,9,0,988,0,1,15,1.7823,
913030910,30,3,9,1,378,0,1,5,0.4287,
913030911,30,3,9,0,697,0,1,10,1.7229,
913030912,30,3,9,1,470,0,1,11,0.5896,
913030913,30,3,9,0,470,0,1,13,0.9629,
913030914,30,3,9,1,988,0,1,9,1.0531,
913031200,30,3,12,1,834,0,1,9,0.971,
913031201,30,3,12,0,834,0,1,9,1.7962,
913031202,30,3,12,1,1351,0,1,8,1.575,
913031203,30,3,12,0,834,0,1,13,2.2037,
913031204,30,3,12,1,697,0,1,4,1.2306,
913031205,30,3,12,0,1351,0,1,6,3.9051,
913031206,30,3,12,1,1160,0,1,8,1.2582,
913031207,30,3,12,0,834,0,1,12,3.0719,
913031208,30,3,12,1,834,0,1,4,0.9949,
913031209,30,3,12,0,988,0,1,7,2.9924,
913031210,30,3,12,1,1351,0,1,8,1.4122,
913031211,30,3,12,0,576,0,1,9,1.55,
913031212,30,3,12,1,988,0,1,5,1.1309,
913031213,30,3,12,0,576,0,1,11,1.2105,
913031214,30,3,12,1,988,0,1,13,1.985,
913031800,30,3,18,1,1160,0,1,5,2.2994,
913031801,30,3,18,0,1562,0,1,6,9.9669,
913031802,30,3,18,1,1562,0,1,7,3.0997,
913031803,30,3,18,0,2325,0,1,10,10.971,
913031804,30,3,18,1,2048,0,1,7,4.9652,
913031805,30,3,18,0,2325,0,1,11,20.5762,
913031806,30,3,18,1,1794,0,1,3,3.0359,
913031807,30,3,18,0,1562,0,1,7,11.4325,
913031808,30,3,18,1,2325,0,1,6,4.4323,
913031809,30,3,18,0,2325,0,1,8,20.8156,
913031810,30,3,18,1,2325,0,1,4,5.0492,
913031811,30,3,18,0,2048,0,1,13,9.5297,
913031812,30,3,18,1,2048,0,1,3,4.0058,
913031813,30,3,18,0,1351,0,1,5,6.6811,
913031814,30,3,18,1,2325,0,1,3,5.0585,
915010600,50,1,6,1,17,0,1,3,0.0301,
915010601,50,1,6,0,11,0,1,5,0.0402,
915010602,50,1,6,1,15,0,1,2,0.0204,
915010603,50,1,6,0,14,0,1,8,0.0431,
915010604,50,1,6,1,14,0,1,1,0.018,
915010605,50,1,6,0,11,0,1,4,0.0372,
915010606,50,1,6,1,14,0,1,1,0.0171,
915010607,50,1,6,0,15,0,1,4,0.0398,
915010608,50,1,6,1,16,0,1,2,0.0187,
915010609,50,1,6,0,14,0,1,7,0.0376,
915010610,50,1,6,1,12,0,1,1,0.0161,
915010611,50,1,6,0,15,0,1,5,0.0395,
915010612,50,1,6,1,14,0,1,2,0.0172,
915010613,50,1,6,0,10,0,1,5,0.0328,
915010614,50,1,6,1,11,0,1,4,0.0159,
915010900,50,1,9,1,17,0,1,3,0.023,
915010901,50,1,9,0,18,0,1,8,0.0622,
915010902,50,1,9,1,19,0,1,1,0.0222,
915010903,50,1,9,0,18,0,1,2,0.0709,
915010904,50,1,9,1,15,0,1,1,0.0228,
915010905,50,1,9,0,21,0,1,6,0.0713,
915010906,50,1,9,1,19,0,1,2,0.0213,
915010907,50,1,9,0,13,0,1,4,0.0548,
915010908,50,1,9,1,19,0,1,2,0.0234,
915010909,50,1,9,0,17,0,1,6,0.0686,
915010910,50,1,9,1,16,0,1,3,0.0205,
915010911,50,1,9,0,16,0,1,3,0.0658,
915010912,50,1,9,1,19,0,1,2,0.0201,
915010913,50,1,9,0,15,0,1,4,0.064,
915010914,50,1,9,1,20,0,1,1,0.0234,
915011200,50,1,12,1,25,0,1,1,0.0275,
915011201,50,1,12,0,22,0,1,2,0.1064,
915011202,50,1,12,1,23,0,1,1,0.0249,
915011203,50,1,12,0,17,0,1,2,0.089,
915011204,50,1,12,1,22,0,1,2,0.0256,
915011205,50,1,12,0,20,0,1,4,0.0913,
915011206,50,1,12,1,22,0,1,1,0.0268,
915011207,50,1,12,0,22,0,1,5,0.0966,
915011208,50,1,12,1,25,0,1,2,0.0282,
915011209,50,1,12,0,24,0,1,2,0.117,
915011210,50,1,12,1,20,0,1,1,0.0265,
915011211,50,1,12,0,21,0,1,3,0.1009,
915011212,50,1,12,1,22,0,1,3,0.0266,
915011213,50,1,12,0,23,0,1,7,0.0879,
915011214,50,1,12,1,20,0,1,1,0.0228,
915011800,50,1,18,1,24,0,1,1,0.0286,
915011801,50,1,18,0,34,0,1,2,0.2657,
915011802,50,1,18,1,29,0,1,1,0.0368,
915011803,50,1,18,0,24,0,1,3,0.1673,
915011804,50,1,18,1,29,0,1,1,0.0324,
915011805,50,1,18,0,29,0,1,2,0.1876,
915011806,50,1,18,1,27,0,1,1,0.0339,
915011807,50,1,18,0,25,0,1,2,0.1602,
915011808,50,1,18,1,28,0,1,1,0.0351,
915011809,50,1,18,0,29,0,1,3,0.1778,
915011810,50,1,18,1,26,0,1,1,0.0301,
915011811,50,1,18,0,29,0,1,3,0.1989,
915011812,50,1,18,1,30,0,1,1,0.0344,
915011813,50,1,18,0,30,0,1,3,0.2208,
915011814,50,1,18,1,28,0,1,1,0.0322,
915020600,50,2,6,1,56,0,1,4,0.0643,
915020601,50,2,6,0,79,0,1,8,0.1471,
915020602,50,2,6,1,92,0,1,5,0.0933,
915020603,50,2,6,0,56,0,1,13,0.1009,
915020604,50,2,6,1,67,0,1,2,0.0892,
915020605,50,2,6,0,92,0,1,5,0.1655,
915020606,50,2,6,1,121,0,1,2,0.1075,
915020607,50,2,6,0,79,0,1,8,0.1432,
915020608,50,2,6,1,56,0,1,4,0.0731,
915020609,50,2,6,0,106,0,1,6,0.8419,
915020610,50,2,6,1,79,0,1,3,0.0934,
915020611,50,2,6,0,67,0,1,7,0.1234,
915020612,50,2,6,1,121,0,1,3,0.1096,
915020613,50,2,6,0,46,0,1,5,0.107,
915020614,50,2,6,1,56,0,1,2,0.0656,
915020900,50,2,9,1,172,0,1,2,0.1735,
915020901,50,2,9,0,121,0,1,7,0.3729,
915020902,50,2,9,1,211,0,1,6,0.1904,
915020903,50,2,9,0,137,0,1,10,0.3592,
915020904,50,2,9,1,137,0,1,3,0.1616,
915020905,50,2,9,0,92,0,1,11,0.2699,
915020906,50,2,9,1,106,0,1,6,0.1357,
915020907,50,2,9,0,137,0,1,7,0.3583,
915020908,50,2,9,1,121,0,1,2,0.1288,
915020909,50,2,9,0,106,0,1,6,0.2557,
915020910,50,2,9,1,191,0,1,8,0.2396,
915020911,50,2,9,0,92,0,1,8,0.2911,
915020912,50,2,9,1,172,0,1,5,0.186,
915020913,50,2,9,0,106,0,1,4,0.2974,
915020914,50,2,9,1,211,0,1,4,0.3729,
915021200,50,2,12,1,232,0,1,4,0.3285,
915021201,50,2,12,0,232,0,1,5,0.7414,
915021202,50,2,12,1,254,0,1,2,0.2554,
915021203,50,2,12,0,232,0,1,10,0.6729,
915021204,50,2,12,1,232,0,1,7,0.2194,
915021205,50,2,12,0,137,0,1,5,0.5935,
915021206,50,2,12,1,326,0,1,2,0.2977,
915021207,50,2,12,0,191,0,1,7,0.623,
915021208,50,2,12,1,277,0,1,3,0.3344,
915021209,50,2,12,0,172,0,1,4,0.7558,
915021210,50,2,12,1,232,0,1,4,0.2853,
915021211,50,2,12,0,172,0,1,5,0.6234,
915021212,50,2,12,1,172,0,1,3,0.2482,
915021213,50,2,12,0,232,0,1,6,1.0954,
915021214,50,2,12,1,211,0,1,2,0.2355,
915021800,50,2,18,1,232,0,1,3,0.3748,
915021801,50,2,18,0,529,0,1,3,3.1645,
915021802,50,2,18,1,466,0,1,2,0.6253,
915021803,50,2,18,0,277,0,1,6,1.4811,
915021804,50,2,18,1,326,0,1,6,0.5177,
915021805,50,2,18,0,379,0,1,10,2.0974,
915021806,50,2,18,1,379,0,1,2,0.4563,
915021807,50,2,18,0,436,0,1,5,2.2677,
915021808,50,2,18,1,352,0,1,3,0.6134,
915021809,50,2,18,0,326,0,1,5,2.607,
915021810,50,2,18,1,379,0,1,4,0.5215,
915021811,50,2,18,0,326,0,1,5,4.2956,
915021812,50,2,18,1,379,0,1,4,0.587,
915021813,50,2,18,0,326,0,1,5,2.5947,
915021814,50,2,18,1,379,0,1,6,0.4811,
915030600,50,3,6,1,176,0,1,7,0.1661,
915030601,50,3,6,0,299,0,1,15,0.3685,
915030602,50,3,6,1,470,0,1,7,0.3936,
915030603,50,3,6,0,232,0,1,15,0.325,
915030604,50,3,6,1,470,0,1,12,0.4028,
915030605,50,3,6,0,93,0,1,18,0.1639,
915030606,50,3,6,1,697,0,1,4,0.538,
915030607,50,3,6,0,232,0,1,14,0.2923,
915030608,50,3,6,1,470,0,1,13,0.4238,
915030609,50,3,6,0,299,0,1,16,0.3829,
915030610,50,3,6,1,470,0,1,14,0.3896,
915030611,50,3,6,0,64,0,1,18,0.1076,
915030612,50,3,6,1,378,0,1,11,0.376,
915030613,50,3,6,0,232,0,1,12,0.3042,
915030614,50,3,6,1,834,0,1,15,1.2318,
915030900,50,3,9,1,1351,0,1,7,1.1899,
915030901,50,3,9,0,834,0,1,17,1.5195,
915030902,50,3,9,1,1160,0,1,9,1.1473,
915030903,50,3,9,0,1160,0,1,12,1.9155,
915030904,50,3,9,1,834,0,1,6,0.7892,
915030905,50,3,9,0,470,0,1,12,0.819,
915030906,50,3,9,1,697,0,1,3,0.8327,
915030907,50,3,9,0,470,0,1,8,0.8462,
915030908,50,3,9,1,697,0,1,6,0.7151,
915030909,50,3,9,0,378,0,1,14,0.6131,
915030910,50,3,9,1,576,0,1,12,0.605,
915030911,50,3,9,0,470,0,1,15,1.1019,
915030912,50,3,9,1,470,0,1,12,0.5466,
915030913,50,3,9,0,988,0,1,16,2.7464,
915030914,50,3,9,1,697,0,1,4,1.42,
915031200,50,3,12,1,2048,0,1,7,2.0456,
915031201,50,3,12,0,1351,0,1,6,3.9718,
915031202,50,3,12,1,4090,0,1,3,3.6649,
915031203,50,3,12,0,1794,0,1,9,4.3459,
915031204,50,3,12,1,2626,0,1,5,3.103,
915031205,50,3,12,0,1160,0,1,10,4.1569,
915031206,50,3,12,1,1351,0,1,14,1.9928,
915031207,50,3,12,0,1351,0,1,6,3.5567,
915031208,50,3,12,1,1562,0,1,5,1.9002,
915031209,50,3,12,0,834,0,1,11,3.066,
915031210,50,3,12,1,1794,0,1,6,2.4215,
915031211,50,3,12,0,834,0,1,5,2.0579,
915031212,50,3,12,1,1351,0,1,9,1.7257,
915031213,50,3,12,0,988,0,1,15,2.4539,
915031214,50,3,12,1,1562,0,1,4,2.0068,
915031800,50,3,18,1,3304,0,1,3,6.5945,
915031801,50,3,18,0,3683,0,1,7,29.6697,
915031802,50,3,18,1,3304,0,1,4,4.1648,
915031803,50,3,18,0,2048,0,1,10,12.1648,
915031804,50,3,18,1,3304,0,1,4,4.8614,
915031805,50,3,18,0,2325,0,1,6,8.0185,
915031806,50,3,18,1,2325,0,1,6,3.3216,
915031807,50,3,18,0,2952,0,1,6,18.7536,
915031808,50,3,18,1,5489,0,1,7,5.6976,
915031809,50,3,18,0,3683,0,1,7,24.4081,
915031810,50,3,18,1,3304,0,1,4,5.1134,
915031811,50,3,18,0,3304,0,1,6,17.7835,
915031812,50,3,18,1,3304,0,1,3,4.7743,
915031813,50,3,18,0,3304,0,1,8,20.7967,
915031814,50,3,18,1,4992,0,1,4,5.8167,
